0,0
1,0
3,0
4,0
7,0
9,0
10,0
11,0
12,0
14,0
15,0
17,0
19,0
25,0
26,0
28,0
29,0
32,0
35,0
36,0
39,0
43,0
45,0
46,0
48,0
51,0
54,0
55,0
57,0
58,0
59,0
64,0
67,0
69,0
70,0
71,0
73,0
74,0
76,0
77,0
79,0
80,0
81,0
86,0
87,0
88,0
89,0
90,0
95,0
97,0
100,0
103,0
106,0
107,0
108,0
109,0
110,0
111,0
113,0
114,0
115,0
116,0
118,0
119,0
121,0
123,0
126,0
137,0
139,0
141,0
144,0
147,0
152,0
154,0
155,0
156,0
161,0
162,0
164,0
165,0
166,0
167,0
172,0
174,0
175,0
176,0
177,0
179,0
183,0
184,0
186,0
188,0
190,0
191,0
192,0
195,0
197,0
200,0
201,0
203,0
204,1
208,1
209,1
212,1
213,1
214,1
219,1
220,1
221,1
222,1
223,1
226,1
228,1
231,1
235,1
236,1
237,1
238,1
243,1
244,1
246,1
247,1
248,1
250,1
252,1
253,1
254,1
256,1
258,1
259,1
263,1
265,1
266,1
267,1
268,1
271,1
273,1
274,1
276,1
277,1
279,1
281,1
282,1
285,1
287,1
289,1
290,1
292,1
295,1
296,1
300,1
301,1
302,1
303,1
304,1
305,1
306,1
307,1
310,1
313,1
314,1
315,1
316,1
318,1
322,1
326,1
327,1
330,1
336,1
338,1
341,1
345,1
346,1
347,1
355,1
356,1
358,1
359,1
361,1
362,1
364,1
366,1
367,1
369,1
370,1
372,1
374,1
375,1
376,1
377,1
379,1
380,1
381,1
382,1
384,1
385,1
389,1
390,1
391,1
392,1
396,2
399,2
400,2
401,2
404,2
408,2
410,2
411,2
412,2
414,2
420,2
423,2
424,2
425,2
428,2
429,2
432,2
439,2
442,2
443,2
446,2
447,2
448,2
449,2
457,2
459,2
460,2
461,2
468,2
469,2
470,2
472,2
475,2
483,2
484,2
485,2
488,2
489,2
491,2
494,2
500,2
501,2
503,2
505,2
506,2
507,2
510,2
511,2
514,2
516,2
517,2
518,2
521,2
522,2
523,2
525,2
526,2
527,2
530,2
532,2
535,2
539,2
542,2
543,2
544,2
546,2
547,2
548,2
550,2
552,2
553,2
557,2
558,2
561,2
564,2
565,2
570,2
575,2
576,2
577,2
580,2
581,2
583,2
584,2
585,2
588,2
589,2
592,2
595,2
598,2
600,2
601,2
604,2
605,2
606,2
610,2
611,2
613,2
616,2
617,2
618,3
619,3
620,3
621,3
624,3
627,3
629,3
631,3
633,3
636,3
639,3
640,3
641,3
642,3
643,3
647,3
648,3
649,3
651,3
652,3
653,3
654,3
655,3
656,3
658,3
659,3
660,3
663,3
665,3
668,3
669,3
670,3
671,3
673,3
675,3
676,3
677,3
678,3
679,3
682,3
684,3
685,3
687,3
689,3
692,3
693,3
694,3
695,3
703,3
704,3
708,3
712,3
714,3
715,3
719,3
720,3
722,3
727,3
730,3
731,3
738,3
740,3
741,3
742,3
745,3
747,3
749,3
750,3
751,3
752,3
758,3
760,3
761,3
762,3
763,3
764,3
765,3
768,3
771,3
773,3
774,3
777,3
783,3
786,3
788,3
790,3
791,3
793,3
794,3
795,3
797,3
798,3
800,3
801,3
803,3
805,3
807,3
808,3
811,3
812,3
814,4
817,4
818,4
821,4
823,4
825,4
827,4
831,4
837,4
838,4
840,4
841,4
843,4
850,4
857,4
865,4
866,4
875,4
878,4
879,4
880,4
884,4
887,4
888,4
892,4
893,4
899,4
901,4
902,4
904,4
905,4
908,4
909,4
910,4
911,4
912,4
914,4
915,4
916,4
920,4
921,4
922,4
923,4
925,4
926,4
927,4
928,4
929,4
930,4
932,4
933,4
934,4
935,4
936,4
938,4
939,4
940,4
944,4
946,4
947,4
948,4
953,4
954,4
957,4
958,4
961,4
963,4
964,4
966,4
967,4
970,4
971,4
972,4
974,4
977,4
980,4
982,4
987,4
990,4
991,4
992,4
993,4
997,4
1000,4
1003,4
1005,4
1007,4
1008,4
1009,4
1010,4
1013,4
1014,4
1015,4
1017,4
1018,4
1019,4
1020,4
1025,4
1026,4
1028,4
1029,5
1033,5
1034,5
1036,5
1037,5
1039,5
1040,5
1042,5
1048,5
1049,5
1051,5
1052,5
1054,5
1055,5
1057,5
1059,5
1061,5
1062,5
1063,5
1066,5
1067,5
1072,5
1077,5
1079,5
